date,geo,Asphalt/concrete work,Driveway sealing,Gutter cleaning,Junk removal,Pressure washing,Soft washing,Tree service,Window cleaning
2022-04-10,NH,0.0,0.0,0.0,28.0,0.0,0.0,51.0,0.0
2022-04-10,NJ,0.0,0.0,31.0,37.0,39.0,0.0,72.0,37.0
2022-04-10,NM,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0
2022-04-10,NV,0.0,0.0,0.0,38.0,0.0,0.0,68.0,28.0
2022-04-10,NY,0.0,16.0,23.0,27.0,42.0,0.0,36.0,66.0
2022-04-10,OH,0.0,0.0,23.0,49.0,36.0,0.0,48.0,41.0
2022-04-10,OK,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0
2022-04-10,OR,0.0,0.0,0.0,49.0,55.0,0.0,43.0,41.0
2022-04-10,PA,0.0,0.0,24.0,38.0,57.0,0.0,57.0,58.0
2022-04-10,RI,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0
2022-04-10,SC,0.0,0.0,32.0,28.0,57.0,0.0,30.0,37.0
2022-04-10,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-10,TN,0.0,0.0,29.0,20.0,59.0,0.0,79.0,25.0
2022-04-10,TX,0.0,0.0,21.0,41.0,65.0,0.0,53.0,44.0
2022-04-10,UT,0.0,0.0,0.0,0.0,0.0,0.0,54.0,13.0
2022-04-10,VA,0.0,0.0,27.0,17.0,36.0,0.0,61.0,28.0
2022-04-10,VT,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0
2022-04-10,WA,0.0,0.0,10.0,55.0,31.0,0.0,51.0,55.0
2022-04-10,WI,0.0,0.0,0.0,37.0,36.0,0.0,48.0,45.0
2022-04-10,WV,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0
2022-04-10,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,AL,0.0,0.0,0.0,0.0,65.0,0.0,75.0,43.0
2022-04-17,AR,0.0,0.0,0.0,0.0,45.0,0.0,40.0,0.0
2022-04-17,AZ,0.0,0.0,0.0,29.0,18.0,0.0,46.0,33.0
2022-04-17,CA,0.0,0.0,23.0,48.0,38.0,0.0,56.0,45.0
2022-04-17,CO,0.0,0.0,0.0,40.0,34.0,0.0,33.0,62.0
2022-04-17,CT,0.0,0.0,0.0,35.0,37.0,0.0,47.0,35.0
2022-04-17,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,FL,0.0,0.0,24.0,34.0,68.0,30.0,57.0,42.0
2022-04-17,GA,0.0,0.0,30.0,57.0,57.0,0.0,55.0,34.0
2022-04-17,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,IA,0.0,0.0,0.0,41.0,0.0,0.0,33.0,55.0
2022-04-17,ID,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0
2022-04-17,IL,0.0,0.0,22.0,60.0,27.0,0.0,69.0,55.0
2022-04-17,IN,0.0,0.0,0.0,33.0,35.0,0.0,65.0,33.0
2022-04-17,KS,0.0,0.0,0.0,24.0,0.0,0.0,54.0,37.0
2022-04-17,KY,0.0,0.0,0.0,39.0,15.0,0.0,47.0,6.0
2022-04-17,LA,0.0,0.0,0.0,0.0,55.0,0.0,32.0,0.0
2022-04-17,MA,0.0,0.0,23.0,59.0,41.0,0.0,50.0,61.0
2022-04-17,MD,0.0,0.0,10.0,28.0,13.0,0.0,54.0,12.0
2022-04-17,ME,0.0,0.0,0.0,0.0,60.0,0.0,33.0,0.0
2022-04-17,MI,0.0,0.0,16.0,30.0,34.0,0.0,60.0,60.0
2022-04-17,MN,0.0,0.0,0.0,39.0,55.0,0.0,36.0,35.0
2022-04-17,MO,0.0,0.0,26.0,42.0,54.0,0.0,60.0,34.0
2022-04-17,MS,0.0,0.0,0.0,0.0,46.0,0.0,49.0,0.0
2022-04-17,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,NC,0.0,0.0,32.0,33.0,58.0,0.0,60.0,36.0
2022-04-17,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,NE,0.0,0.0,0.0,33.0,0.0,0.0,18.0,0.0
2022-04-17,NH,0.0,0.0,0.0,28.0,0.0,0.0,66.0,0.0
2022-04-17,NJ,0.0,49.0,24.0,36.0,29.0,0.0,66.0,30.0
2022-04-17,NM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,NV,0.0,0.0,0.0,30.0,0.0,0.0,51.0,0.0
2022-04-17,NY,0.0,26.0,19.0,26.0,36.0,37.0,42.0,48.0
2022-04-17,OH,0.0,0.0,18.0,58.0,37.0,0.0,54.0,27.0
2022-04-17,OK,0.0,0.0,0.0,0.0,55.0,0.0,28.0,38.0
2022-04-17,OR,0.0,0.0,0.0,34.0,42.0,0.0,31.0,43.0
2022-04-17,PA,0.0,35.0,23.0,31.0,47.0,0.0,54.0,53.0
2022-04-17,RI,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
2022-04-17,SC,0.0,0.0,32.0,35.0,65.0,0.0,22.0,23.0
2022-04-17,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-17,TN,0.0,0.0,28.0,38.0,45.0,0.0,62.0,22.0
2022-04-17,TX,0.0,0.0,19.0,38.0,56.0,35.0,53.0,44.0
2022-04-17,UT,0.0,0.0,0.0,0.0,30.0,0.0,59.0,13.0
2022-04-17,VA,0.0,0.0,29.0,15.0,45.0,0.0,51.0,23.0
2022-04-17,VT,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0
2022-04-17,WA,0.0,0.0,22.0,48.0,55.0,0.0,48.0,42.0
2022-04-17,WI,0.0,55.0,0.0,38.0,31.0,0.0,47.0,56.0
2022-04-17,WV,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0
2022-04-17,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-24,AK,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0
2022-04-24,AL,0.0,0.0,0.0,30.0,74.0,0.0,54.0,0.0
2022-04-24,AR,0.0,0.0,0.0,0.0,33.0,0.0,47.0,0.0
2022-04-24,AZ,0.0,0.0,0.0,43.0,0.0,0.0,41.0,25.0
2022-04-24,CA,0.0,0.0,14.0,49.0,44.0,0.0,56.0,52.0
2022-04-24,CO,0.0,0.0,29.0,67.0,47.0,0.0,43.0,64.0
2022-04-24,CT,0.0,0.0,0.0,53.0,0.0,0.0,60.0,47.0
2022-04-24,DE,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
2022-04-24,FL,0.0,0.0,24.0,37.0,66.0,0.0,56.0,49.0
2022-04-24,GA,0.0,0.0,28.0,71.0,94.0,0.0,52.0,63.0
2022-04-24,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-24,IA,0.0,0.0,0.0,40.0,0.0,0.0,51.0,0.0
2022-04-24,ID,0.0,0.0,0.0,42.0,0.0,0.0,31.0,0.0
2022-04-24,IL,0.0,0.0,28.0,44.0,26.0,0.0,56.0,48.0
2022-04-24,IN,0.0,0.0,0.0,48.0,48.0,0.0,81.0,48.0
2022-04-24,KS,0.0,0.0,0.0,0.0,0.0,0.0,61.0,47.0
2022-04-24,KY,0.0,0.0,0.0,39.0,30.0,0.0,40.0,4.0
2022-04-24,LA,0.0,0.0,0.0,0.0,49.0,0.0,28.0,0.0
2022-04-24,MA,0.0,0.0,21.0,57.0,47.0,0.0,55.0,52.0
2022-04-24,MD,0.0,0.0,0.0,29.0,15.0,0.0,59.0,11.0
2022-04-24,ME,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0
2022-04-24,MI,0.0,0.0,26.0,44.0,29.0,0.0,67.0,56.0
2022-04-24,MN,0.0,0.0,0.0,40.0,30.0,0.0,41.0,46.0
2022-04-24,MO,0.0,0.0,0.0,30.0,54.0,0.0,52.0,39.0
2022-04-24,MS,0.0,0.0,0.0,0.0,54.0,0.0,61.0,0.0
2022-04-24,MT,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
2022-04-24,NC,0.0,0.0,26.0,34.0,62.0,0.0,72.0,34.0
2022-04-24,ND,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0
2022-04-24,NE,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0
2022-04-24,NH,0.0,0.0,0.0,0.0,52.0,0.0,43.0,0.0
2022-04-24,NJ,0.0,0.0,19.0,34.0,28.0,0.0,59.0,18.0
2022-04-24,NM,0.0,0.0,0.0,0.0,0.0,0.0,72.0,40.0
2022-04-24,NV,0.0,0.0,0.0,0.0,0.0,0.0,33.0,49.0
2022-04-24,NY,0.0,34.0,19.0,27.0,44.0,0.0,45.0,58.0
2022-04-24,OH,0.0,0.0,33.0,44.0,42.0,0.0,60.0,36.0
2022-04-24,OK,0.0,0.0,0.0,0.0,64.0,0.0,26.0,0.0
2022-04-24,OR,0.0,0.0,31.0,41.0,55.0,0.0,32.0,41.0
2022-04-24,PA,0.0,50.0,19.0,32.0,59.0,0.0,56.0,52.0
2022-04-24,RI,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0
2022-04-24,SC,0.0,0.0,0.0,25.0,68.0,0.0,21.0,25.0
2022-04-24,SD,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
2022-04-24,TN,0.0,0.0,29.0,29.0,67.0,0.0,71.0,28.0
2022-04-24,TX,0.0,0.0,30.0,38.0,58.0,36.0,52.0,41.0
2022-04-24,UT,0.0,0.0,0.0,0.0,32.0,0.0,46.0,15.0
2022-04-24,VA,0.0,0.0,24.0,21.0,52.0,0.0,57.0,37.0
2022-04-24,VT,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0
2022-04-24,WA,0.0,0.0,31.0,54.0,55.0,0.0,53.0,42.0
2022-04-24,WI,0.0,0.0,0.0,28.0,32.0,0.0,56.0,36.0
2022-04-24,WV,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0
2022-04-24,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,AL,0.0,0.0,0.0,33.0,64.0,0.0,51.0,37.0
2022-05-01,AR,0.0,0.0,60.0,0.0,36.0,0.0,44.0,0.0
2022-05-01,AZ,0.0,0.0,0.0,43.0,21.0,0.0,42.0,34.0
2022-05-01,CA,0.0,0.0,16.0,44.0,30.0,0.0,61.0,52.0
2022-05-01,CO,0.0,0.0,0.0,29.0,39.0,0.0,41.0,40.0
2022-05-01,CT,0.0,0.0,0.0,40.0,0.0,0.0,55.0,36.0
2022-05-01,DE,0.0,82.0,0.0,0.0,0.0,0.0,42.0,0.0
2022-05-01,FL,0.0,58.0,30.0,40.0,66.0,30.0,54.0,41.0
2022-05-01,GA,0.0,0.0,38.0,58.0,80.0,0.0,53.0,34.0
2022-05-01,HI,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
2022-05-01,IA,0.0,0.0,51.0,0.0,0.0,0.0,41.0,0.0
2022-05-01,ID,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
2022-05-01,IL,0.0,0.0,48.0,44.0,34.0,0.0,56.0,54.0
2022-05-01,IN,0.0,0.0,0.0,45.0,52.0,0.0,52.0,46.0
2022-05-01,KS,0.0,0.0,0.0,28.0,0.0,0.0,35.0,0.0
2022-05-01,KY,0.0,0.0,0.0,36.0,24.0,0.0,47.0,5.0
2022-05-01,LA,0.0,0.0,0.0,0.0,30.0,0.0,31.0,0.0
2022-05-01,MA,0.0,0.0,14.0,44.0,38.0,0.0,51.0,39.0
2022-05-01,MD,0.0,0.0,9.0,28.0,21.0,0.0,55.0,8.0
2022-05-01,ME,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0
2022-05-01,MI,0.0,0.0,31.0,47.0,24.0,0.0,65.0,63.0
2022-05-01,MN,0.0,0.0,22.0,42.0,25.0,0.0,45.0,62.0
2022-05-01,MO,0.0,0.0,32.0,35.0,48.0,0.0,53.0,63.0
2022-05-01,MS,0.0,0.0,0.0,0.0,53.0,0.0,45.0,0.0
2022-05-01,MT,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
2022-05-01,NC,0.0,0.0,31.0,33.0,59.0,0.0,62.0,37.0
2022-05-01,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,NE,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
2022-05-01,NH,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
2022-05-01,NJ,0.0,0.0,17.0,27.0,37.0,0.0,51.0,24.0
2022-05-01,NM,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
2022-05-01,NV,0.0,0.0,0.0,35.0,43.0,0.0,63.0,0.0
2022-05-01,NY,0.0,28.0,18.0,26.0,39.0,0.0,41.0,60.0
2022-05-01,OH,0.0,0.0,28.0,37.0,41.0,0.0,47.0,28.0
2022-05-01,OK,0.0,0.0,0.0,29.0,0.0,0.0,28.0,0.0
2022-05-01,OR,0.0,81.0,57.0,42.0,45.0,0.0,33.0,35.0
2022-05-01,PA,0.0,34.0,40.0,34.0,41.0,0.0,53.0,52.0
2022-05-01,RI,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
2022-05-01,SC,0.0,0.0,26.0,26.0,71.0,0.0,30.0,31.0
2022-05-01,SD,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0
2022-05-01,TN,0.0,0.0,27.0,36.0,67.0,0.0,67.0,26.0
2022-05-01,TX,0.0,0.0,34.0,42.0,49.0,0.0,53.0,38.0
2022-05-01,UT,0.0,0.0,0.0,0.0,0.0,0.0,54.0,9.0
2022-05-01,VA,0.0,0.0,42.0,19.0,34.0,0.0,54.0,44.0
2022-05-01,VT,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0
2022-05-01,WA,0.0,0.0,30.0,44.0,63.0,0.0,50.0,45.0
2022-05-01,WI,0.0,0.0,36.0,41.0,27.0,0.0,56.0,60.0
2022-05-01,WV,0.0,0.0,0.0,62.0,0.0,0.0,40.0,0.0
2022-05-01,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-08,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-08,AL,0.0,0.0,0.0,37.0,59.0,0.0,56.0,40.0
2022-05-08,AR,0.0,0.0,51.0,0.0,32.0,0.0,51.0,0.0
2022-05-08,AZ,0.0,0.0,0.0,52.0,15.0,0.0,40.0,32.0
2022-05-08,CA,0.0,0.0,16.0,45.0,31.0,0.0,59.0,52.0
2022-05-08,CO,0.0,0.0,0.0,53.0,47.0,0.0,42.0,62.0
2022-05-08,CT,0.0,0.0,0.0,45.0,42.0,0.0,65.0,0.0
2022-05-08,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-08,FL,0.0,0.0,18.0,40.0,67.0,38.0,56.0,34.0
2022-05-08,GA,0.0,0.0,35.0,53.0,75.0,0.0,59.0,41.0
2022-05-08,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-08,IA,0.0,0.0,0.0,0.0,0.0,0.0,42.0,69.0
2022-05-08,ID,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0
2022-05-08,IL,0.0,0.0,31.0,56.0,59.0,0.0,63.0,60.0
2022-05-08,IN,0.0,0.0,24.0,63.0,62.0,0.0,68.0,61.0
2022-05-08,KS,0.0,0.0,58.0,0.0,0.0,0.0,65.0,41.0
2022-05-08,KY,0.0,0.0,0.0,30.0,23.0,0.0,54.0,0.0
2022-05-08,LA,0.0,0.0,0.0,0.0,52.0,0.0,26.0,0.0
2022-05-08,MA,0.0,0.0,16.0,58.0,38.0,0.0,52.0,46.0
2022-05-08,MD,0.0,0.0,12.0,29.0,15.0,0.0,46.0,8.0
2022-05-08,ME,0.0,0.0,0.0,0.0,64.0,0.0,50.0,0.0
2022-05-08,MI,0.0,0.0,24.0,37.0,45.0,0.0,76.0,69.0
2022-05-08,MN,0.0,0.0,30.0,56.0,46.0,0.0,70.0,52.0
2022-05-08,MO,0.0,0.0,33.0,41.0,69.0,0.0,68.0,39.0
2022-05-08,MS,0.0,0.0,0.0,0.0,57.0,0.0,54.0,0.0
2022-05-08,MT,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
2022-05-08,NC,0.0,0.0,46.0,30.0,62.0,0.0,59.0,49.0
2022-05-08,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-08,NE,0.0,0.0,0.0,43.0,0.0,0.0,19.0,38.0
2022-05-08,NH,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
2022-05-08,NJ,0.0,48.0,40.0,37.0,36.0,0.0,63.0,37.0
2022-05-08,NM,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0
2022-05-08,NV,0.0,0.0,0.0,23.0,0.0,0.0,60.0,30.0
2022-05-08,NY,0.0,31.0,21.0,29.0,48.0,0.0,43.0,63.0
2022-05-08,OH,0.0,56.0,54.0,53.0,48.0,0.0,63.0,48.0
2022-05-08,OK,0.0,0.0,0.0,35.0,0.0,0.0,37.0,50.0
2022-05-08,OR,0.0,0.0,30.0,38.0,63.0,0.0,32.0,50.0
2022-05-08,PA,0.0,45.0,25.0,38.0,53.0,0.0,63.0,43.0
2022-05-08,RI,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
2022-05-08,SC,0.0,0.0,34.0,20.0,61.0,0.0,28.0,21.0
2022-05-08,SD,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
2022-05-08,TN,0.0,0.0,38.0,57.0,79.0,0.0,69.0,29.0
2022-05-08,TX,0.0,0.0,27.0,42.0,52.0,39.0,50.0,47.0
2022-05-08,UT,0.0,0.0,0.0,0.0,0.0,0.0,53.0,14.0
2022-05-08,VA,0.0,38.0,43.0,18.0,45.0,0.0,51.0,42.0
2022-05-08,VT,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0
2022-05-08,WA,0.0,0.0,35.0,52.0,67.0,0.0,41.0,48.0
2022-05-08,WI,0.0,0.0,28.0,34.0,48.0,0.0,70.0,56.0
2022-05-08,WV,0.0,0.0,0.0,0.0,41.0,0.0,62.0,0.0
2022-05-08,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-15,AK,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0
2022-05-15,AL,0.0,0.0,0.0,53.0,89.0,0.0,64.0,0.0
2022-05-15,AR,0.0,0.0,0.0,0.0,38.0,0.0,51.0,0.0
2022-05-15,AZ,0.0,0.0,0.0,30.0,31.0,0.0,59.0,39.0
2022-05-15,CA,0.0,0.0,21.0,49.0,37.0,0.0,57.0,49.0
2022-05-15,CO,0.0,0.0,27.0,56.0,0.0,0.0,62.0,53.0
2022-05-15,CT,0.0,0.0,34.0,33.0,0.0,0.0,59.0,45.0
2022-05-15,DE,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
2022-05-15,FL,0.0,0.0,21.0,39.0,67.0,0.0,55.0,36.0
2022-05-15,GA,0.0,0.0,38.0,55.0,78.0,0.0,53.0,48.0
2022-05-15,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-15,IA,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0
2022-05-15,ID,0.0,0.0,0.0,0.0,0.0,0.0,40.0,22.0
2022-05-15,IL,0.0,50.0,34.0,48.0,37.0,0.0,70.0,40.0
2022-05-15,IN,0.0,0.0,63.0,48.0,80.0,0.0,69.0,51.0
2022-05-15,KS,0.0,0.0,42.0,0.0,50.0,0.0,56.0,57.0
2022-05-15,KY,0.0,0.0,39.0,34.0,24.0,0.0,44.0,0.0
2022-05-15,LA,0.0,0.0,0.0,0.0,41.0,0.0,30.0,0.0
2022-05-15,MA,0.0,0.0,0.0,45.0,42.0,0.0,49.0,51.0
2022-05-15,MD,0.0,0.0,18.0,29.0,13.0,0.0,49.0,9.0
2022-05-15,ME,0.0,0.0,0.0,64.0,0.0,0.0,60.0,0.0
2022-05-15,MI,0.0,0.0,22.0,38.0,39.0,0.0,74.0,54.0
2022-05-15,MN,0.0,0.0,0.0,48.0,39.0,0.0,62.0,67.0
2022-05-15,MO,0.0,0.0,64.0,38.0,69.0,0.0,73.0,21.0
2022-05-15,MS,0.0,0.0,0.0,0.0,44.0,0.0,57.0,0.0
2022-05-15,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-15,NC,0.0,0.0,43.0,43.0,61.0,0.0,65.0,43.0
2022-05-15,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-15,NE,0.0,0.0,87.0,0.0,0.0,0.0,26.0,42.0
2022-05-15,NH,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
2022-05-15,NJ,0.0,0.0,38.0,42.0,33.0,0.0,53.0,39.0
2022-05-15,NM,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
2022-05-15,NV,0.0,0.0,0.0,38.0,0.0,0.0,61.0,47.0
2022-05-15,NY,0.0,29.0,25.0,32.0,46.0,0.0,42.0,65.0
2022-05-15,OH,0.0,51.0,52.0,51.0,61.0,0.0,63.0,40.0
2022-05-15,OK,0.0,0.0,0.0,0.0,51.0,0.0,34.0,0.0
2022-05-15,OR,0.0,0.0,36.0,44.0,59.0,0.0,34.0,54.0
2022-05-15,PA,0.0,50.0,33.0,33.0,45.0,0.0,64.0,71.0
2022-05-15,RI,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
2022-05-15,SC,0.0,0.0,30.0,21.0,72.0,0.0,24.0,34.0
2022-05-15,SD,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0
2022-05-15,TN,0.0,0.0,25.0,45.0,70.0,0.0,82.0,32.0
2022-05-15,TX,0.0,0.0,28.0,37.0,57.0,0.0,54.0,48.0
2022-05-15,UT,0.0,0.0,0.0,39.0,53.0,0.0,44.0,19.0
2022-05-15,VA,0.0,0.0,54.0,20.0,56.0,0.0,63.0,37.0
2022-05-15,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-15,WA,0.0,0.0,39.0,54.0,54.0,0.0,62.0,44.0
2022-05-15,WI,0.0,0.0,0.0,32.0,47.0,0.0,73.0,68.0
2022-05-15,WV,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
2022-05-15,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22,AK,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0
2022-05-22,AL,0.0,0.0,0.0,0.0,63.0,0.0,58.0,0.0
2022-05-22,AR,0.0,0.0,0.0,0.0,39.0,0.0,50.0,0.0
2022-05-22,AZ,0.0,0.0,0.0,52.0,31.0,0.0,51.0,27.0
2022-05-22,CA,0.0,0.0,21.0,53.0,38.0,48.0,59.0,46.0
2022-05-22,CO,0.0,0.0,30.0,68.0,32.0,0.0,100.0,60.0
2022-05-22,CT,0.0,0.0,0.0,65.0,0.0,0.0,50.0,42.0
2022-05-22,DE,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0
2022-05-22,FL,0.0,0.0,31.0,55.0,59.0,0.0,56.0,38.0
2022-05-22,GA,0.0,0.0,48.0,62.0,52.0,0.0,57.0,42.0
2022-05-22,HI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22,IA,0.0,0.0,0.0,0.0,59.0,0.0,58.0,48.0
2022-05-22,ID,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
2022-05-22,IL,0.0,0.0,34.0,57.0,30.0,0.0,66.0,52.0
2022-05-22,IN,0.0,0.0,64.0,46.0,44.0,0.0,78.0,64.0
2022-05-22,KS,0.0,0.0,57.0,28.0,0.0,0.0,48.0,38.0
2022-05-22,KY,100.0,0.0,46.0,49.0,22.0,0.0,47.0,6.0
2022-05-22,LA,0.0,0.0,0.0,38.0,46.0,0.0,25.0,0.0
2022-05-22,MA,0.0,0.0,0.0,65.0,55.0,0.0,47.0,40.0
2022-05-22,MD,0.0,0.0,19.0,35.0,18.0,0.0,54.0,0.0
2022-05-22,ME,0.0,0.0,0.0,0.0,0.0,0.0,73.0,82.0
2022-05-22,MI,0.0,0.0,49.0,49.0,22.0,0.0,65.0,63.0
2022-05-22,MN,0.0,0.0,0.0,58.0,37.0,0.0,62.0,62.0
2022-05-22,MO,0.0,0.0,61.0,20.0,32.0,0.0,60.0,47.0
2022-05-22,MS,0.0,0.0,0.0,0.0,41.0,0.0,47.0,0.0
2022-05-22,MT,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
2022-05-22,NC,0.0,0.0,73.0,37.0,55.0,0.0,64.0,40.0
2022-05-22,ND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22,NE,0.0,0.0,0.0,50.0,0.0,0.0,21.0,0.0
2022-05-22,NH,0.0,0.0,0.0,34.0,0.0,0.0,64.0,0.0
2022-05-22,NJ,0.0,0.0,44.0,45.0,42.0,0.0,56.0,43.0
2022-05-22,NM,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
2022-05-22,NV,0.0,0.0,0.0,46.0,0.0,0.0,44.0,45.0
2022-05-22,NY,0.0,32.0,24.0,33.0,50.0,0.0,40.0,61.0
2022-05-22,OH,0.0,52.0,57.0,49.0,50.0,0.0,69.0,36.0
2022-05-22,OK,0.0,0.0,0.0,33.0,58.0,0.0,32.0,0.0
2022-05-22,OR,0.0,0.0,28.0,43.0,37.0,0.0,33.0,62.0
2022-05-22,PA,0.0,38.0,44.0,30.0,61.0,0.0,68.0,49.0
2022-05-22,RI,0.0,0.0,0.0,44.0,0.0,0.0,60.0,0.0
2022-05-22,SC,0.0,0.0,40.0,22.0,54.0,0.0,27.0,23.0
2022-05-22,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22,TN,0.0,0.0,52.0,28.0,57.0,0.0,73.0,43.0
2022-05-22,TX,0.0,0.0,33.0,42.0,50.0,0.0,54.0,50.0
2022-05-22,UT,0.0,0.0,0.0,0.0,0.0,0.0,59.0,19.0
2022-05-22,VA,0.0,0.0,51.0,19.0,38.0,0.0,56.0,24.0
2022-05-22,VT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-22,WA,0.0,0.0,37.0,65.0,65.0,0.0,61.0,51.0
2022-05-22,WI,0.0,0.0,36.0,37.0,37.0,0.0,58.0,38.0
2022-05-22,WV,0.0,0.0,0.0,97.0,0.0,0.0,50.0,0.0
2022-05-22,WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29,AL,0.0,0.0,0.0,40.0,60.0,0.0,57.0,0.0
2022-05-29,AR,0.0,0.0,0.0,0.0,70.0,0.0,45.0,0.0
2022-05-29,AZ,0.0,0.0,0.0,55.0,18.0,0.0,42.0,29.0
2022-05-29,CA,0.0,0.0,18.0,55.0,33.0,0.0,58.0,54.0
2022-05-29,CO,0.0,0.0,35.0,66.0,41.0,0.0,74.0,64.0
2022-05-29,CT,0.0,0.0,38.0,47.0,0.0,0.0,38.0,0.0
2022-05-29,DE,0.0,0.0,0.0,50.0,0.0,0.0,52.0,0.0
2022-05-29,FL,0.0,0.0,27.0,58.0,55.0,0.0,58.0,42.0
2022-05-29,GA,0.0,0.0,46.0,79.0,67.0,70.0,49.0,30.0
